ART,Airlines,Online,24 Protect,No,4,MACAO,30.47,10.66,48
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,155,GERMANY,29.7,17.82,51
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,18,MALAYSIA,49.5,29.7,42
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,13.5,3.38,23
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,No,123,LAO PEOPLE'S DEMOCRATIC REPUBLIC,31.0,20.15,12
EPX,Travel Agency,Online,Cancellation Plan,No,7,HONG KONG,15.0,0.0,50
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,110,MALAYSIA,29.7,17.82,51
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,HONG KONG,35.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,CHINA,22.0,0.0,36
SSI,Airlines,Online,Ticket Protector,No,93,SINGAPORE,7.84,2.2,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,1,MALAYSIA,34.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,63,SINGAPORE,25.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,28,THAILAND,32.0,0.0,41
KML,Travel Agency,Online,Value Plan,No,14,INDONESIA,28.0,10.64,48
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,13.5,3.38,32
RAB,Airlines,Online,Value Plan,No,14,BRUNEI DARUSSALAM,15.0,6.0,43
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,JAPAN,53.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,77,JAPAN,29.7,17.82,59
JZI,Airlines,Online,Basic Plan,No,8,MYANMAR,22.0,7.7,48
EPX,Travel Agency,Online,Cancellation Plan,No,48,MYANMAR,11.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,INDONESIA,10.0,0.0,39
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,INDONESIA,37.0,0.0,36
SSI,Airlines,Online,Ticket Protector,No,7,SINGAPORE,0.93,0.26,48
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,13.5,3.38,28
EPX,Travel Agency,Online,Cancellation Plan,No,72,JAPAN,20.0,0.0,24
JZI,Airlines,Online,Basic Plan,No,24,INDONESIA,22.0,7.7,67
EPX,Travel Agency,Online,Cancellation Plan,No,34,SINGAPORE,75.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,56,HONG KONG,13.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,54,CHINA,15.0,0.0,36
KML,Travel Agency,Online,Value Plan,No,6,INDONESIA,28.0,10.64,48
EPX,Travel Agency,Online,Cancellation Plan,No,35,SINGAPORE,10.0,0.0,21
EPX,Travel Agency,Online,Cancellation Plan,No,143,PHILIPPINES,11.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,142,UNITED STATES,66.0,0.0,33
EPX,Travel Agency,Online,Cancellation Plan,No,53,MALAYSIA,10.0,0.0,24
ART,Airlines,Online,24 Protect,No,9,PHILIPPINES,3.43,1.2,48
RAB,Airlines,Online,Value Plan,No,11,BRUNEI DARUSSALAM,23.0,9.2,35
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,16.0,4.0,23
C2B,Airlines,Online,Bronze Plan,No,36,SINGAPORE,38.35,9.59,33
EPX,Travel Agency,Online,Cancellation Plan,No,5,"KOREA, REPUBLIC OF",10.0,0.0,24
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17,VIET NAM,35.0,0.0,29
EPX,Travel Agency,Online,Cancellation Plan,No,23,"KOREA, REPUBLIC OF",18.0,0.0,36
C2B,Airlines,Online,Silver Plan,No,35,SINGAPORE,76.3,19.07,48
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,6,CHINA,24.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6,THAILAND,9.9,5.94,34
EPX,Travel Agency,Online,Cancellation Plan,No,27,CHINA,38.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,56,CHINA,112.0,0.0,36
C2B,Airlines,Online,Silver Plan,No,62,SINGAPORE,63.5,15.88,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23,UNITED STATES,20.0,0.0,33
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,25,THAILAND,49.5,29.7,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,22,AUSTRALIA,39.6,23.76,31
EPX,Travel Agency,Online,Cancellation Plan,No,13,"TAIWAN, PROVINCE OF CHINA",18.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,VIET NAM,20.0,0.0,20
EPX,Travel Agency,Online,Cancellation Plan,No,34,CHINA,22.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,10,AUSTRALIA,29.7,17.82,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,BAHRAIN,31.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,30,"KOREA, REPUBLIC OF",43.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,No,24,MALAYSIA,10.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,39,FRANCE,0.0,17.82,29
JZI,Airlines,Online,Basic Plan,No,75,INDONESIA,30.0,10.5,39
C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,47.0,11.75,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,56,MALAYSIA,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,2,CHINA,20.0,0.0,36
JZI,Airlines,Online,Basic Plan,No,3,INDONESIA,18.0,6.3,60
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,83,MALAYSIA,69.3,41.58,44
EPX,Travel Agency,Online,Cancellation Plan,No,7,THAILAND,10.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,JAPAN,39.6,23.76,33
SSI,Airlines,Online,Ticket Protector,No,24,SINGAPORE,6.43,1.8,48
EPX,Travel Agency,Online,Cancellation Plan,No,16,CHINA,12.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,10,CHINA,42.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,AUSTRALIA,29.7,17.82,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,MALAYSIA,29.7,17.82,31
C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,35.5,8.88,29
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,CAMBODIA,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,15,INDIA,29.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3,SINGAPORE,20.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,19,THAILAND,32.0,0.0,28
EPX,Travel Agency,Online,Cancellation Plan,No,105,INDONESIA,10.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,No,18,SINGAPORE,21.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,UNITED STATES,17.0,0.0,51
EPX,Travel Agency,Online,Cancellation Plan,No,19,MACAO,25.0,0.0,38
EPX,Travel Agency,Online,Cancellation Plan,No,14,SINGAPORE,10.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,12,THAILAND,11.0,0.0,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,126,THAILAND,29.7,17.82,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,CHINA,28.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,77,UNITED STATES,69.3,41.58,40
EPX,Travel Agency,Online,Cancellation Plan,No,14,UNITED STATES,45.0,0.0,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,42,MALAYSIA,29.7,17.82,33
EPX,Travel Agency,Online,Cancellation Plan,No,71,UNITED STATES,37.0,0.0,51
EPX,Travel Agency,Online,Cancellation Plan,No,25,SINGAPORE,38.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,47,THAILAND,34.0,0.0,36
C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,18.5,4.63,69
EPX,Travel Agency,Online,Cancellation Plan,No,33,THAILAND,10.0,0.0,44
C2B,Airlines,Online,Silver Plan,No,27,SINGAPORE,81.5,20.38,43
EPX,Travel Agency,Online,Cancellation Plan,No,96,THAILAND,0.0,0.0,36
JZI,Airlines,Online,Value Plan,No,7,HONG KONG,45.0,15.75,55
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,28,AUSTRALIA,0.0,23.76,36
JZI,Airlines,Online,Basic Plan,No,10,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,38
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,3,NETHERLANDS,19.8,11.88,31
EPX,Travel Agency,Online,Cancellation Plan,No,24,SINGAPORE,80.0,0.0,51
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,17.55,4.39,27
EPX,Travel Agency,Online,Cancellation Plan,No,104,CHINA,40.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,29,MALAYSIA,10.0,0.0,47
EPX,Travel Agency,Online,Cancellation Plan,No,4,CAMBODIA,10.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,65,UNITED KINGDOM,217.8,130.68,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,THAILAND,20.0,0.0,30
EPX,Travel Agency,Online,Cancellation Plan,No,7,INDONESIA,10.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,2,CHINA,49.0,0.0,36
JZI,Airlines,Online,Basic Plan,No,14,MYANMAR,33.0,11.55,34
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,27,MALAYSIA,79.2,47.52,26
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5,CHINA,30.0,0.0,35
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,VIET NAM,20.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,134,AUSTRALIA,44.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,24,"KOREA, REPUBLIC OF",23.0,0.0,28
CSR,Travel Agency,Offline,Premier Plan,No,29,MALAYSIA,58.0,19.14,74
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,27.0,6.75,22
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5,THAILAND,29.7,17.82,39
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,52,CHINA,26.0,0.0,30
EPX,Travel Agency,Online,Cancellation Plan,No,7,CHINA,10.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,2,SINGAPORE,10.0,0.0,23
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,INDONESIA,20.0,0.0,24
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23,JAPAN,95.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,67,CAMBODIA,16.0,0.0,36
C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,37.5,9.38,25
EPX,Travel Agency,Online,Cancellation Plan,No,77,THAILAND,10.0,0.0,40
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,3,MALAYSIA,0.0,11.88,37
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,36,AUSTRALIA,39.6,23.76,29
TST,Travel Agency,Offline,Travel Cruise Protect,No,33,THAILAND,30.0,10.5,75
EPX,Travel Agency,Online,Cancellation Plan,No,4,LAO PEOPLE'S DEMOCRATIC REPUBLIC,39.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,VIET NAM,10.0,0.0,36
ART,Airlines,Online,24 Protect,No,9,THAILAND,34.67,12.13,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,MALAYSIA,20.0,0.0,36
JZI,Airlines,Online,Basic Plan,No,14,CHINA,26.0,9.1,45
EPX,Travel Agency,Online,Cancellation Plan,No,22,THAILAND,27.0,0.0,60
C2B,Airlines,Online,Bronze Plan,No,27,SINGAPORE,30.55,7.64,55
EPX,Travel Agency,Online,Cancellation Plan,No,20,UNITED KINGDOM,80.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6,MALAYSIA,29.7,17.82,32
EPX,Travel Agency,Online,Cancellation Plan,No,24,THAILAND,15.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,40,UNITED KINGDOM,73.0,0.0,21
JWT,Airlines,Online,Value Plan,No,8,INDIA,31.0,12.4,99
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,57,AUSTRALIA,49.5,29.7,58
EPX,Travel Agency,Online,Cancellation Plan,No,22,JAPAN,79.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,35,THAILAND,25.0,0.0,59
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,42,INDIA,22.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,129,"KOREA, REPUBLIC OF",52.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,78,JAPAN,56.0,0.0,28
JZI,Airlines,Online,Value Plan,No,7,THAILAND,26.0,9.1,44
EPX,Travel Agency,Online,Cancellation Plan,No,20,MYANMAR,13.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,90,INDONESIA,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,62,UNITED STATES,80.0,0.0,24
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,3,VIET NAM,25.0,16.25,50
C2B,Airlines,Online,Silver Plan,No,14,SINGAPORE,54.5,13.63,37
C2B,Airlines,Online,Annual Gold Plan,No,378,SINGAPORE,333.0,83.25,63
JZI,Airlines,Online,Basic Plan,No,88,"KOREA, REPUBLIC OF",26.0,9.1,55
EPX,Travel Agency,Online,Cancellation Plan,No,81,MYANMAR,16.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,34,MALAYSIA,17.0,0.0,36
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,40.0,10.0,61
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6,UNITED STATES,9.9,5.94,43
C2B,Airlines,Online,Bronze Plan,No,28,SINGAPORE,50.5,12.63,69
EPX,Travel Agency,Online,Cancellation Plan,No,2,MYANMAR,10.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,113,CHINA,-15.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,CHINA,29.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,1,THAILAND,11.0,0.0,36
JZI,Airlines,Online,Basic Plan,No,11,INDONESIA,30.0,10.5,34
EPX,Travel Agency,Online,Cancellation Plan,No,32,INDONESIA,10.0,0.0,28
EPX,Travel Agency,Online,Cancellation Plan,Yes,22,CHINA,29.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,33,HONG KONG,29.0,0.0,54
LWC,Travel Agency,Online,Annual Travel Protect Platinum,No,369,UNITED STATES,404.25,262.76,51
RAB,Airlines,Online,Value Plan,No,8,BRUNEI DARUSSALAM,23.0,9.2,38
C2B,Airlines,Online,Silver Plan,No,32,SINGAPORE,24.05,6.01,25
C2B,Airlines,Online,Annual Silver Plan,No,378,SINGAPORE,216.0,54.0,39
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14,MALAYSIA,39.6,23.76,42
EPX,Travel Agency,Online,Cancellation Plan,No,1,HONG KONG,10.0,0.0,37
C2B,Airlines,Online,Silver Plan,No,15,SINGAPORE,64.35,16.09,57
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,29,SINGAPORE,44.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,THAILAND,24.0,0.0,28
EPX,Travel Agency,Online,Cancellation Plan,No,27,CHINA,31.0,0.0,36
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,17.0,4.25,33
C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,15.0,3.75,47
EPX,Travel Agency,Online,Cancellation Plan,No,63,AUSTRALIA,87.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,INDONESIA,10.0,0.0,54
EPX,Travel Agency,Online,Cancellation Plan,No,6,INDONESIA,24.0,0.0,48
EPX,Travel Agency,Online,Cancellation Plan,No,9,INDONESIA,11.0,0.0,31
C2B,Airlines,Online,Bronze Plan,No,2,SINGAPORE,17.5,4.38,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,SOUTH AFRICA,112.0,0.0,36
JWT,Airlines,Online,Value Plan,No,99,INDIA,62.0,24.8,99
EPX,Travel Agency,Online,Cancellation Plan,No,9,MALAYSIA,10.0,0.0,36
JZI,Airlines,Online,Basic Plan,No,16,HONG KONG,26.0,9.1,49
EPX,Travel Agency,Online,Cancellation Plan,No,8,CHINA,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,13,MALAYSIA,10.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,34,SINGAPORE,10.0,0.0,36
C2B,Airlines,Online,Annual Silver Plan,No,390,SINGAPORE,252.85,63.21,52
C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,216.0,54.0,27
EPX,Travel Agency,Online,Cancellation Plan,No,14,VIET NAM,23.0,0.0,36
C2B,Airlines,Online,Silver Plan,No,37,SINGAPORE,29.5,7.38,52
EPX,Travel Agency,Online,Cancellation Plan,No,19,THAILAND,17.0,0.0,36
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,159,"KOREA, REPUBLIC OF",33.0,21.45,44
ADM,Travel Agency,Online,Premier Plan,No,22,FRANCE,-86.0,32.68,22
EPX,Travel Agency,Online,Cancellation Plan,No,38,AUSTRALIA,15.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,MYANMAR,20.0,0.0,36
JZI,Airlines,Online,Basic Plan,No,2,PHILIPPINES,18.0,6.3,44
EPX,Travel Agency,Online,Cancellation Plan,No,45,JAPAN,13.0,0.0,37
C2B,Airlines,Online,Bronze Plan,No,39,SINGAPORE,25.2,6.3,43
JZI,Airlines,Online,Basic Plan,No,3,CHINA,22.0,7.7,52
C2B,Airlines,Online,Bronze Plan,Yes,18,SINGAPORE,60.0,15.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,90,UNITED KINGDOM,138.6,83.16,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,56,JAPAN,50.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,10,THAILAND,19.8,11.88,51
EPX,Travel Agency,Online,Cancellation Plan,No,6,BRUNEI DARUSSALAM,19.0,0.0,36
JZI,Airlines,Online,Basic Plan,No,12,CHINA,26.0,9.1,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,85,UNITED STATES,37.0,0.0,71
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26,THAILAND,20.0,0.0,26
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,191,NEW ZEALAND,148.5,89.1,67
C2B,Airlines,Online,Bronze Plan,No,31,SINGAPORE,33.5,8.38,22
JWT,Airlines,Online,Value Plan,No,6,INDIA,39.0,15.6,99
EPX,Travel Agency,Online,Cancellation Plan,No,25,PHILIPPINES,13.0,0.0,36
C2B,Airlines,Online,Bronze Plan,No,34,SINGAPORE,26.5,6.63,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,20,NETHERLANDS,69.3,41.58,25
C2B,Airlines,Online,Bronze Plan,Yes,7,SINGAPORE,23.5,5.88,52
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,THAILAND,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,79,INDONESIA,10.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,31,MALAYSIA,20.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25,JAPAN,84.0,0.0,33
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5,MALAYSIA,20.0,0.0,36
JZI,Airlines,Online,Basic Plan,No,12,MALAYSIA,0.0,7.7,72
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14,AUSTRALIA,29.7,17.82,30
TST,Travel Agency,Offline,Travel Cruise Protect,No,17,MALAYSIA,30.0,10.5,63
EPX,Travel Agency,Online,Cancellation Plan,No,28,INDIA,11.0,0.0,28
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,6,UNITED ARAB EMIRATES,20.0,0.0,36
C2B,Airlines,Online,Gold Plan,No,9,SINGAPORE,63.7,15.93,45
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,35,AUSTRALIA,0.0,124.74,51
EPX,Travel Agency,Online,Cancellation Plan,No,2,MYANMAR,11.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,INDONESIA,30.0,0.0,36
JZI,Airlines,Online,Basic Plan,No,25,CHINA,40.0,14.0,27
EPX,Travel Agency,Online,Cancellation Plan,No,30,THAILAND,10.0,0.0,49
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26,THAILAND,34.0,0.0,36
JZI,Airlines,Online,Basic Plan,No,16,PHILIPPINES,37.0,12.95,47
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,CHINA,112.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,32,MALAYSIA,20.0,0.0,36
C2B,Airlines,Online,Bronze Plan,Yes,21,SINGAPORE,22.1,5.53,28
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,29,CHINA,27.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,133,CHINA,21.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5,AUSTRALIA,29.7,17.82,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,15,THAILAND,9.9,5.94,42
C2B,Airlines,Online,Annual Silver Plan,No,389,SINGAPORE,291.75,72.94,29
SSI,Airlines,Online,Ticket Protector,No,9,SINGAPORE,7.2,2.02,48
JZI,Airlines,Online,Basic Plan,No,23,THAILAND,22.0,7.7,33
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,102,GREECE,64.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,81,CHINA,35.0,0.0,36
C2B,Airlines,Online,Silver Plan,No,26,SINGAPORE,-39.0,9.75,35
EPX,Travel Agency,Online,Cancellation Plan,No,7,MALAYSIA,10.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,HONG KONG,21.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,281,NEW ZEALAND,69.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,11,SINGAPORE,10.0,0.0,36
JZI,Airlines,Online,Basic Plan,No,15,CHINA,26.0,9.1,44
JZI,Airlines,Online,Basic Plan,No,48,THAILAND,18.0,6.3,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,60,ITALY,51.0,0.0,26
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17,AUSTRALIA,99.0,59.4,62
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Yes,111,SOUTH AFRICA,59.4,35.64,50
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,35,THAILAND,31.0,0.0,31
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,70,NEPAL,20.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,"KOREA, REPUBLIC OF",112.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,39,AUSTRALIA,0.0,47.52,36
C2B,Airlines,Online,Annual Silver Plan,No,365,SINGAPORE,216.0,54.0,36
JZI,Airlines,Online,Basic Plan,No,83,INDONESIA,37.0,12.95,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,MALAYSIA,31.0,0.0,64
C2B,Airlines,Online,Bronze Plan,No,23,SINGAPORE,16.0,4.0,28
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5,MALAYSIA,29.7,17.82,50
C2B,Airlines,Online,Bronze Plan,No,35,SINGAPORE,47.0,11.75,29
EPX,Travel Agency,Online,Cancellation Plan,No,10,INDONESIA,44.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,31,HONG KONG,21.0,0.0,36
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,13.5,3.38,26
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,28,SINGAPORE,20.0,0.0,36
JZI,Airlines,Online,Basic Plan,No,29,MALAYSIA,22.0,7.7,53
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,THAILAND,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,128,JAPAN,60.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,79,"KOREA, REPUBLIC OF",48.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,20,CHINA,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,No,26,INDIA,20.0,0.0,36
C2B,Airlines,Online,Silver Plan,No,18,SINGAPORE,62.25,15.56,35
JWT,Airlines,Online,Value Plan,No,60,INDIA,31.0,12.4,99
JZI,Airlines,Online,Basic Plan,No,6,INDONESIA,22.0,7.7,53
C2B,Airlines,Online,Annual Silver Plan,No,366,SINGAPORE,161.0,40.25,28
